iteracion,timestamp,theta,x,y,sigma_theta,sigma_x,sigma_y,lm0_x,lm0_y,lm1_x,lm1_y,z_diff_range,z_diff_bearing
2080,1779735541.430728,-0.000274,-0.000513,0.000768,0.020324,0.018253,0.017981,-0.501001,-0.699496,0.798922,-0.800079,0.000247,-0.000070
2081,1779735541.452632,-0.000217,-0.000793,0.000890,0.017082,0.016709,0.015565,-0.501002,-0.699496,0.798922,-0.800079,0.000846,0.000282
2082,1779735541.470413,-0.000158,-0.000707,0.001300,0.014795,0.014376,0.014643,-0.501001,-0.699495,0.798923,-0.800078,-0.001524,-0.000451
2083,1779735541.483642,-0.000050,-0.000671,0.001066,0.014174,0.013784,0.014011,-0.501001,-0.699496,0.798924,-0.800078,0.001046,-0.000588
2084,1779735541.613780,-0.000254,-0.001333,0.000509,0.020328,0.018254,0.017981,-0.501000,-0.699495,0.798923,-0.800079,-0.001530,0.000611
2085,1779735541.630528,-0.000780,-0.001165,0.000057,0.017079,0.016709,0.015566,-0.501001,-0.699495,0.798923,-0.800078,-0.000780,0.001198
2086,1779735541.646241,-0.000628,-0.001199,0.000399,0.014786,0.014377,0.014644,-0.501001,-0.699495,0.798923,-0.800077,-0.001175,-0.000713
2087,1779735541.660797,-0.000497,-0.001505,0.000537,0.014164,0.013785,0.014012,-0.501001,-0.699494,0.798923,-0.800076,-0.001683,-0.000666
2088,1779735541.827287,-0.000514,-0.000821,0.001568,0.020329,0.018251,0.017979,-0.501002,-0.699496,0.798924,-0.800075,0.002263,0.000096
2089,1779735541.846692,-0.000882,-0.000536,0.001205,0.017088,0.016710,0.015565,-0.501001,-0.699497,0.798924,-0.800074,-0.001037,0.000575
2090,1779735541.865438,-0.000040,-0.001402,0.001170,0.014800,0.014375,0.014643,-0.501002,-0.699497,0.798923,-0.800073,0.000889,-0.002723
2091,1779735541.881238,-0.000291,-0.001193,0.001362,0.014176,0.013783,0.014011,-0.501002,-0.699497,0.798923,-0.800073,0.000038,0.001333
2092,1779735541.925096,0.000562,-0.000945,0.000007,0.020329,0.018255,0.017980,-0.501002,-0.699496,0.798923,-0.800073,-0.001765,-0.002720
2093,1779735541.948150,0.000260,-0.000633,-0.000311,0.017090,0.016709,0.015565,-0.501002,-0.699496,0.798922,-0.800073,-0.001074,0.000345
2094,1779735541.961134,0.000293,-0.000711,-0.000441,0.014790,0.014377,0.014644,-0.501002,-0.699496,0.798922,-0.800073,0.000529,-0.000023
2095,1779735541.975007,0.000359,-0.000775,-0.000480,0.014162,0.013785,0.014012,-0.501002,-0.699497,0.798923,-0.800072,-0.000085,-0.000345
2096,1779735542.024729,0.000307,-0.000156,0.000522,0.020332,0.018248,0.017980,-0.501003,-0.699497,0.798922,-0.800072,0.002153,0.000201
2097,1779735542.042183,-0.000205,0.000331,-0.000008,0.017090,0.016707,0.015563,-0.501002,-0.699499,0.798922,-0.800070,-0.001702,0.000658
2098,1779735542.055921,0.000235,-0.000077,0.000101,0.014799,0.014375,0.014642,-0.501002,-0.699499,0.798922,-0.800070,-0.000027,-0.001502
2099,1779735542.069101,0.000218,-0.000120,0.000183,0.014173,0.013784,0.014011,-0.501002,-0.699498,0.798921,-0.800070,-0.000482,0.000098
2100,1779735542.221437,-0.000482,-0.000844,0.000534,0.020329,0.018251,0.017982,-0.501002,-0.699498,0.798921,-0.800070,-0.000243,0.002198
2101,1779735542.236695,0.000292,-0.000906,0.001147,0.017077,0.016707,0.015565,-0.501000,-0.699498,0.798920,-0.800070,0.000610,-0.002051
2102,1779735542.255775,-0.000083,-0.000692,0.000676,0.014797,0.014375,0.014643,-0.501001,-0.699499,0.798920,-0.800072,0.001472,0.001519
2103,1779735542.273079,-0.000096,-0.000507,0.000476,0.014173,0.013784,0.014011,-0.501000,-0.699499,0.798920,-0.800073,0.001472,0.000046
2104,1779735542.426356,-0.000766,-0.001239,0.000756,0.020331,0.018252,0.017981,-0.501000,-0.699499,0.798920,-0.800073,-0.000355,0.002103
2105,1779735542.441701,-0.000294,-0.000712,0.000973,0.017079,0.016708,0.015565,-0.500998,-0.699500,0.798917,-0.800073,-0.001269,-0.002143
2106,1779735542.457150,-0.000401,-0.000775,0.000485,0.014795,0.014375,0.014643,-0.500998,-0.699501,0.798917,-0.800074,0.001781,0.000662
2107,1779735542.472531,-0.000148,-0.000773,0.000035,0.014170,0.013784,0.014011,-0.500997,-0.699502,0.798918,-0.800075,0.001760,-0.001369
2108,1779735542.614928,0.000334,-0.000861,-0.001063,0.020335,0.018250,0.017980,-0.500997,-0.699501,0.798918,-0.800075,-0.001734,-0.001552
2109,1779735542.628489,0.000077,-0.001185,-0.001173,0.017089,0.016705,0.015563,-0.500997,-0.699501,0.798920,-0.800074,0.000798,0.001232
2110,1779735542.641884,-0.000007,-0.001067,-0.001080,0.014789,0.014377,0.014643,-0.500997,-0.699501,0.798920,-0.800074,-0.000435,0.000213
2111,1779735542.655090,-0.000300,-0.000793,-0.000893,0.014163,0.013786,0.014012,-0.500997,-0.699500,0.798920,-0.800074,0.000298,0.001548
2112,1779735542.823491,-0.000857,-0.000814,0.000197,0.020331,0.018246,0.017979,-0.500997,-0.699501,0.798920,-0.800074,0.001606,0.001787
2113,1779735542.838629,-0.001402,0.000013,-0.000453,0.017082,0.016705,0.015563,-0.500995,-0.699503,0.798919,-0.800071,-0.002712,0.000212
2114,1779735542.859558,-0.001397,0.000044,-0.000351,0.014795,0.014375,0.014642,-0.500996,-0.699503,0.798919,-0.800071,-0.000391,-0.000082
2115,1779735542.876856,-0.001068,-0.000405,-0.000391,0.014169,0.013785,0.014012,-0.500996,-0.699503,0.798918,-0.800071,-0.001526,-0.001728
2116,1779735543.010419,-0.001132,-0.000041,0.000268,0.020330,0.018249,0.017981,-0.500997,-0.699503,0.798918,-0.800071,0.001370,0.000229
2117,1779735543.026102,-0.001047,-0.000684,0.000513,0.017086,0.016707,0.015563,-0.500999,-0.699502,0.798920,-0.800072,0.001919,0.000777
2118,1779735543.038620,-0.001031,-0.000611,0.000765,0.014800,0.014375,0.014642,-0.500999,-0.699502,0.798920,-0.800071,-0.000956,-0.000212
2119,1779735543.052478,-0.001081,-0.000439,0.000647,0.014178,0.013784,0.014011,-0.500998,-0.699503,0.798921,-0.800071,0.001102,0.000251
2120,1779735543.233097,-0.001091,-0.000521,0.000547,0.020329,0.018253,0.017982,-0.500998,-0.699502,0.798921,-0.800071,-0.000236,0.000026
2121,1779735543.249411,-0.000953,-0.000443,0.000631,0.017084,0.016709,0.015565,-0.500997,-0.699502,0.798920,-0.800071,-0.000150,-0.000505
2122,1779735543.264413,-0.000902,-0.000630,0.000247,0.014796,0.014375,0.014643,-0.500998,-0.699503,0.798920,-0.800072,0.001523,0.000078
2123,1779735543.282058,-0.000619,-0.000769,-0.000084,0.014171,0.013785,0.014011,-0.500998,-0.699504,0.798920,-0.800072,0.000769,-0.001510
2124,1779735543.330853,-0.000150,-0.000727,-0.000966,0.020337,0.018249,0.017980,-0.500997,-0.699503,0.798920,-0.800073,-0.001272,-0.001504
2125,1779735543.349189,0.000082,-0.001025,-0.000705,0.017089,0.016705,0.015563,-0.500997,-0.699503,0.798922,-0.800073,0.000997,-0.000172
2126,1779735543.363107,-0.000158,-0.000702,-0.000476,0.014793,0.014376,0.014642,-0.500997,-0.699503,0.798922,-0.800073,-0.001096,0.000633
2127,1779735543.377767,-0.000418,-0.000370,-0.000417,0.014168,0.013785,0.014011,-0.500997,-0.699502,0.798922,-0.800073,0.001008,0.001364
2128,1779735543.438963,-0.001132,-0.001101,-0.000044,0.020328,0.018249,0.017981,-0.500996,-0.699502,0.798921,-0.800073,-0.000215,0.002247
2129,1779735543.456700,-0.000464,-0.001332,0.000535,0.017076,0.016705,0.015564,-0.500996,-0.699502,0.798922,-0.800074,0.001045,-0.001490
2130,1779735543.473897,-0.000381,-0.001298,0.000871,0.014796,0.014376,0.014642,-0.500995,-0.699502,0.798922,-0.800073,-0.001216,-0.000484
2131,1779735543.486132,-0.000617,-0.000986,0.000914,0.014176,0.013784,0.014011,-0.500993,-0.699502,0.798924,-0.800072,0.001002,0.001244
2132,1779735543.616543,-0.000310,-0.000395,0.001160,0.020326,0.018253,0.017980,-0.500994,-0.699503,0.798925,-0.800071,0.000992,-0.000945
2133,1779735543.631432,-0.000535,-0.000318,0.000965,0.017088,0.016710,0.015565,-0.500994,-0.699503,0.798925,-0.800071,-0.000348,0.000504
2134,1779735543.646759,-0.000646,-0.000364,0.000513,0.014799,0.014375,0.014643,-0.500993,-0.699504,0.798925,-0.800071,0.001638,0.000653
2135,1779735543.661718,-0.000945,-0.000195,0.000836,0.014171,0.013784,0.014011,-0.500994,-0.699503,0.798924,-0.800072,-0.000623,0.001589
2136,1779735543.831611,-0.000693,0.000243,0.000968,0.020325,0.018254,0.017983,-0.500994,-0.699503,0.798924,-0.800072,0.000660,-0.000781
2137,1779735543.850694,-0.000433,0.000292,0.001154,0.017088,0.016710,0.015565,-0.500994,-0.699503,0.798924,-0.800072,0.000004,-0.000799
2138,1779735543.864328,-0.000752,0.000357,0.000416,0.014799,0.014374,0.014643,-0.500994,-0.699505,0.798924,-0.800074,0.002554,0.001512
2139,1779735543.879903,-0.000513,0.000241,0.000136,0.014171,0.013785,0.014012,-0.500993,-0.699506,0.798925,-0.800073,0.000653,-0.001272
2140,1779735544.026959,-0.000688,0.000312,0.000590,0.020332,0.018252,0.017983,-0.500993,-0.699506,0.798925,-0.800073,0.000755,0.000565
2141,1779735544.048180,-0.001304,0.000763,-0.000010,0.017088,0.016708,0.015564,-0.500993,-0.699507,0.798924,-0.800072,-0.001655,0.001002
2142,1779735544.062477,-0.000350,-0.000161,0.000112,0.014794,0.014375,0.014642,-0.500993,-0.699508,0.798924,-0.800069,0.000385,-0.003183
2143,1779735544.076690,-0.000365,-0.000186,0.000168,0.014171,0.013785,0.014012,-0.500993,-0.699508,0.798924,-0.800069,-0.000311,0.000084
2144,1779735544.211959,-0.000796,-0.000959,-0.000092,0.020333,0.018251,0.017982,-0.500993,-0.699508,0.798924,-0.800069,-0.001207,0.001334
2145,1779735544.225820,-0.000854,-0.001229,-0.000063,0.017078,0.016706,0.015564,-0.500993,-0.699508,0.798925,-0.800069,0.000751,0.000590
2146,1779735544.239424,-0.000997,-0.001038,0.000065,0.014788,0.014377,0.014643,-0.500992,-0.699507,0.798926,-0.800069,-0.000624,0.000386
2147,1779735544.258404,-0.000841,-0.001069,-0.000175,0.014167,0.013785,0.014011,-0.500993,-0.699508,0.798926,-0.800069,0.000820,-0.000846
2148,1779735544.425060,-0.001038,-0.001243,-0.000032,0.020333,0.018249,0.017979,-0.500993,-0.699508,0.798926,-0.800069,0.000031,0.000622
2149,1779735544.443818,-0.000617,-0.001067,0.000244,0.017083,0.016706,0.015564,-0.500991,-0.699508,0.798924,-0.800070,-0.000276,-0.001447
2150,1779735544.459357,-0.000473,-0.001025,0.000778,0.014796,0.014376,0.014643,-0.500991,-0.699507,0.798925,-0.800068,-0.001924,-0.000809
2151,1779735544.473678,-0.000722,-0.000822,0.000974,0.014174,0.013784,0.014011,-0.500991,-0.699506,0.798925,-0.800068,0.000001,0.001322
2152,1779735544.567455,-0.000053,-0.000340,0.000334,0.020323,0.018254,0.017981,-0.500990,-0.699506,0.798926,-0.800067,-0.000447,-0.002111
2153,1779735544.579741,-0.000596,-0.000518,-0.000036,0.017088,0.016709,0.015565,-0.500991,-0.699507,0.798928,-0.800066,0.000214,0.001794
2154,1779735544.595299,-0.000550,-0.000413,0.000400,0.014792,0.014376,0.014643,-0.500991,-0.699506,0.798928,-0.800065,-0.001633,-0.000432
2155,1779735544.610263,-0.000605,-0.000351,0.000423,0.014167,0.013785,0.014012,-0.500991,-0.699506,0.798928,-0.800065,0.000141,0.000292
2156,1779735544.660598,-0.000860,-0.000887,0.000156,0.020325,0.018252,0.017982,-0.500990,-0.699505,0.798928,-0.800066,-0.000966,0.000786
2157,1779735544.676385,-0.000965,-0.001234,0.000170,0.017078,0.016707,0.015565,-0.500991,-0.699505,0.798930,-0.800065,0.000950,0.000841
2158,1779735544.691138,-0.001489,-0.000540,0.000630,0.014789,0.014377,0.014643,-0.500990,-0.699504,0.798931,-0.800065,-0.002239,0.001415
2159,1779735544.706646,-0.000843,-0.001024,0.000071,0.014166,0.013785,0.014011,-0.500990,-0.699506,0.798931,-0.800065,0.000363,-0.003436
2160,1779735544.829930,-0.000585,-0.000891,-0.000255,0.020332,0.018250,0.017979,-0.500991,-0.699505,0.798931,-0.800066,-0.000346,-0.000819
2161,1779735544.850997,-0.000569,-0.000357,-0.000390,0.017086,0.016706,0.015564,-0.500990,-0.699505,0.798928,-0.800066,-0.001546,-0.000890
2162,1779735544.867232,-0.000327,-0.000544,-0.000224,0.014794,0.014376,0.014643,-0.500990,-0.699505,0.798928,-0.800065,-0.000423,-0.000897
2163,1779735544.881974,-0.000420,-0.000357,-0.000284,0.014168,0.013785,0.014012,-0.500990,-0.699505,0.798928,-0.800065,0.000937,0.000483
2164,1779735545.027395,-0.000800,-0.000822,-0.000197,0.020329,0.018249,0.017981,-0.500989,-0.699505,0.798928,-0.800065,-0.000363,0.001191
2165,1779735545.047862,-0.000760,-0.000926,-0.000138,0.017080,0.016706,0.015564,-0.500989,-0.699505,0.798928,-0.800065,0.000324,0.000053
2166,1779735545.063013,-0.000260,-0.001397,-0.000036,0.014792,0.014376,0.014642,-0.500990,-0.699505,0.798928,-0.800064,0.000057,-0.001694
2167,1779735545.076250,-0.000287,-0.001424,0.000044,0.014171,0.013785,0.014011,-0.500990,-0.699505,0.798928,-0.800064,-0.000410,0.000147
2168,1779735545.219527,-0.000034,-0.000965,0.000204,0.020334,0.018249,0.017978,-0.500990,-0.699506,0.798929,-0.800064,0.000724,-0.000782
2169,1779735545.233103,-0.000116,-0.001310,0.000237,0.017088,0.016707,0.015564,-0.500991,-0.699505,0.798930,-0.800064,0.000958,0.000773
2170,1779735545.246850,-0.000088,-0.001273,0.000420,0.014798,0.014376,0.014643,-0.500991,-0.699505,0.798930,-0.800064,-0.000681,-0.000208
2171,1779735545.259994,-0.000139,-0.001123,0.000329,0.014174,0.013784,0.014011,-0.500990,-0.699505,0.798931,-0.800064,0.000920,0.000257
2172,1779735545.419547,-0.000064,-0.001018,0.000330,0.020331,0.018251,0.017979,-0.500990,-0.699505,0.798931,-0.800064,0.000112,-0.000234
2173,1779735545.432289,-0.000316,-0.000862,0.000092,0.017086,0.016707,0.015564,-0.500990,-0.699506,0.798930,-0.800063,-0.000595,0.000453
2174,1779735545.446993,-0.000560,-0.000723,-0.000215,0.014795,0.014376,0.014643,-0.500990,-0.699506,0.798931,-0.800064,0.000963,0.000992
2175,1779735545.460583,-0.000553,-0.000887,-0.000030,0.014167,0.013785,0.014012,-0.500991,-0.699506,0.798930,-0.800064,-0.001332,-0.000019
2176,1779735545.631632,-0.000460,-0.001102,-0.000530,0.020330,0.018250,0.017980,-0.500990,-0.699505,0.798930,-0.800064,-0.000974,-0.000310
2177,1779735545.653289,0.000007,-0.000995,-0.000199,0.017083,0.016705,0.015564,-0.500990,-0.699505,0.798929,-0.800065,-0.000051,-0.001470
2178,1779735545.669716,-0.000300,-0.000717,-0.000294,0.014794,0.014376,0.014643,-0.500990,-0.699505,0.798929,-0.800065,0.000090,0.001062
2179,1779735545.686532,-0.000497,-0.000629,-0.000054,0.014168,0.013785,0.014011,-0.500990,-0.699504,0.798928,-0.800065,-0.000605,0.001050
2180,1779735545.829835,-0.000071,-0.000197,-0.000282,0.020326,0.018250,0.017980,-0.500990,-0.699504,0.798929,-0.800065,0.000115,-0.001342
2181,1779735545.850368,0.001153,-0.000695,0.000800,0.017087,0.016707,0.015563,-0.500990,-0.699502,0.798928,-0.800068,0.002132,-0.002618
2182,1779735545.866064,0.000208,0.000232,0.000709,0.014803,0.014375,0.014642,-0.500989,-0.699502,0.798929,-0.800069,-0.000498,0.003141
2183,1779735545.880563,0.000164,0.000289,0.000718,0.014176,0.013784,0.014011,-0.500988,-0.699502,0.798929,-0.800069,0.000177,0.000229
2184,1779735545.932159,-0.000345,-0.000451,0.000663,0.020323,0.018254,0.017984,-0.500988,-0.699501,0.798928,-0.800070,-0.000864,0.001584
2185,1779735545.948393,-0.000677,-0.000461,0.000410,0.017077,0.016709,0.015565,-0.500989,-0.699501,0.798929,-0.800069,-0.000155,0.000940
2186,1779735545.967111,-0.000530,-0.000562,0.000545,0.014789,0.014376,0.014643,-0.500989,-0.699501,0.798929,-0.800069,-0.000387,-0.000564
2187,1779735545.995890,-0.000469,-0.000617,0.000501,0.014167,0.013785,0.014012,-0.500989,-0.699501,0.798929,-0.800069,-0.000034,-0.000328
2188,1779735546.047066,-0.000299,-0.000602,0.000182,0.020329,0.018252,0.017981,-0.500989,-0.699501,0.798929,-0.800069,-0.000460,-0.000542
2189,1779735546.061044,-0.000292,-0.000292,0.000103,0.017084,0.016708,0.015564,-0.500988,-0.699501,0.798927,-0.800069,-0.000896,-0.000511
2190,1779735546.076763,-0.000242,-0.000433,-0.000156,0.014793,0.014376,0.014643,-0.500989,-0.699502,0.798927,-0.800069,0.001038,0.000005
2191,1779735546.090461,-0.000375,-0.000225,-0.000172,0.014167,0.013785,0.014012,-0.500988,-0.699502,0.798927,-0.800070,0.000841,0.000692
2192,1779735546.229985,-0.000561,-0.001110,-0.001085,0.020329,0.018250,0.017982,-0.500987,-0.699501,0.798927,-0.800070,-0.002300,0.000543
2193,1779735546.247965,0.000091,-0.001589,-0.000451,0.017078,0.016704,0.015563,-0.500986,-0.699501,0.798929,-0.800070,0.001756,-0.001052
2194,1779735546.262510,-0.000370,-0.001150,-0.000526,0.014789,0.014377,0.014643,-0.500986,-0.699500,0.798929,-0.800071,-0.000122,0.001547
2195,1779735546.276521,-0.000399,-0.001322,-0.000267,0.014166,0.013785,0.014011,-0.500986,-0.699500,0.798929,-0.800070,-0.001653,0.000181
2196,1779735546.438138,-0.000276,-0.000916,0.000079,0.020331,0.018248,0.017978,-0.500987,-0.699500,0.798930,-0.800070,0.000945,-0.000367
2197,1779735546.457875,-0.000511,-0.000929,-0.000099,0.017086,0.016706,0.015563,-0.500987,-0.699501,0.798930,-0.800070,-0.000093,0.000673
2198,1779735546.474497,-0.000137,-0.001343,-0.000199,0.014796,0.014376,0.014642,-0.500987,-0.699501,0.798930,-0.800069,0.000719,-0.001154
2199,1779735546.489307,-0.000408,-0.000890,-0.000265,0.014172,0.013784,0.014011,-0.500987,-0.699501,0.798930,-0.800070,0.001950,0.001408
2200,1779735546.621321,-0.001435,-0.001343,0.001139,0.020332,0.018248,0.017979,-0.500987,-0.699502,0.798929,-0.800070,0.001619,0.003264
2201,1779735546.638832,-0.001312,-0.001080,0.001160,0.017079,0.016707,0.015564,-0.500986,-0.699503,0.798929,-0.800069,-0.000698,-0.000754
2202,1779735546.657227,-0.000752,-0.001700,0.001015,0.014799,0.014375,0.014643,-0.500987,-0.699503,0.798928,-0.800069,0.001060,-0.001736
2203,1779735546.671218,-0.000869,-0.001384,0.000843,0.014178,0.013783,0.014010,-0.500986,-0.699503,0.798928,-0.800070,0.001853,0.000598
2204,1779735546.815734,-0.000459,-0.000862,0.000779,0.020333,0.018252,0.017979,-0.500986,-0.699504,0.798929,-0.800069,0.000454,-0.001284
2205,1779735546.833235,-0.000774,-0.000867,0.000537,0.017092,0.016709,0.015565,-0.500987,-0.699504,0.798930,-0.800069,-0.000163,0.000883
2206,1779735546.854089,-0.001147,-0.000510,0.000476,0.014797,0.014376,0.014643,-0.500987,-0.699503,0.798929,-0.800070,-0.000100,0.001254
2207,1779735546.869535,-0.000820,-0.000603,0.000013,0.014169,0.013784,0.014011,-0.500986,-0.699505,0.798931,-0.800069,0.001449,-0.001748
2208,1779735547.016276,0.000225,-0.000164,-0.001449,0.020332,0.018250,0.017980,-0.500985,-0.699504,0.798931,-0.800069,-0.001720,-0.003327
2209,1779735547.035163,0.000579,-0.000451,-0.001097,0.017094,0.016705,0.015563,-0.500985,-0.699504,0.798932,-0.800070,0.001030,-0.000530
2210,1779735547.052893,0.000829,-0.000701,-0.001090,0.014793,0.014376,0.014642,-0.500985,-0.699505,0.798933,-0.800069,0.000195,-0.000818
2211,1779735547.069420,-0.000090,0.000121,-0.000462,0.014167,0.013785,0.014012,-0.500985,-0.699502,0.798932,-0.800070,0.000628,0.004853
2212,1779735547.180157,-0.000578,-0.000345,-0.000158,0.020324,0.018249,0.017982,-0.500985,-0.699502,0.798931,-0.800070,-0.000039,0.001539
2213,1779735547.196891,-0.000461,-0.000746,0.000044,0.017077,0.016706,0.015563,-0.500986,-0.699501,0.798933,-0.800071,0.001232,0.000306
2214,1779735547.213317,-0.000063,-0.001087,0.000221,0.014793,0.014376,0.014642,-0.500986,-0.699501,0.798932,-0.800070,-0.000325,-0.001408
2215,1779735547.234151,0.000036,-0.001165,0.000140,0.014173,0.013785,0.014011,-0.500987,-0.699501,0.798932,-0.800070,0.000021,-0.000528
2216,1779735547.282745,-0.000549,-0.001529,0.000786,0.020334,0.018250,0.017979,-0.500986,-0.699502,0.798932,-0.800070,0.000581,0.001854
2217,1779735547.300115,-0.000171,-0.001215,0.000989,0.017079,0.016707,0.015565,-0.500984,-0.699502,0.798931,-0.800069,-0.000705,-0.001544
2218,1779735547.315721,-0.000704,-0.001004,0.000057,0.014798,0.014375,0.014643,-0.500985,-0.699504,0.798931,-0.800072,0.003106,0.002332
2219,1779735547.332992,-0.000758,-0.000974,0.000117,0.014170,0.013784,0.014011,-0.500985,-0.699504,0.798930,-0.800072,-0.000121,0.000286
2220,1779735547.420627,-0.000498,-0.000602,0.000136,0.020332,0.018250,0.017979,-0.500985,-0.699504,0.798931,-0.800072,0.000422,-0.000811
2221,1779735547.436668,-0.000990,-0.000743,-0.000205,0.017089,0.016707,0.015564,-0.500986,-0.699504,0.798932,-0.800072,0.000134,0.001591
2222,1779735547.457514,-0.000924,-0.000757,-0.000054,0.014794,0.014376,0.014643,-0.500986,-0.699504,0.798932,-0.800071,-0.000523,-0.000312
2223,1779735547.472616,-0.000745,-0.000997,-0.000080,0.014169,0.013785,0.014011,-0.500986,-0.699504,0.798932,-0.800071,-0.000794,-0.000937
2224,1779735547.632776,-0.000291,-0.000107,0.000300,0.020332,0.018249,0.017979,-0.500987,-0.699505,0.798932,-0.800071,0.001508,-0.001405
2225,1779735547.653830,-0.000168,-0.000574,0.000525,0.017092,0.016707,0.015563,-0.500989,-0.699504,0.798933,-0.800072,0.001427,0.000394
2226,1779735547.669803,-0.000446,-0.000411,0.000189,0.014802,0.014375,0.014642,-0.500989,-0.699504,0.798933,-0.800073,0.001042,0.001119
2227,1779735547.682627,-0.000463,-0.000253,0.000030,0.014174,0.013784,0.014011,-0.500988,-0.699505,0.798934,-0.800073,0.001208,0.000076
2228,1779735547.821071,-0.000608,-0.000634,-0.000233,0.020332,0.018250,0.017981,-0.500988,-0.699504,0.798934,-0.800073,-0.000795,0.000440
2229,1779735547.845137,-0.000731,-0.000672,-0.000318,0.017083,0.016706,0.015564,-0.500988,-0.699505,0.798934,-0.800073,0.000042,0.000405
2230,1779735547.861933,-0.000832,-0.000507,-0.000138,0.014791,0.014376,0.014643,-0.500988,-0.699504,0.798934,-0.800073,-0.000780,0.000212
2231,1779735547.880290,-0.001149,-0.000392,0.000283,0.014167,0.013785,0.014012,-0.500988,-0.699503,0.798934,-0.800073,-0.001207,0.001700
2232,1779735548.028174,-0.001306,-0.000556,0.000360,0.020324,0.018252,0.017981,-0.500988,-0.699503,0.798934,-0.800073,-0.000057,0.000494
2233,1779735548.047322,-0.001102,-0.000206,0.000421,0.017079,0.016708,0.015564,-0.500987,-0.699503,0.798932,-0.800073,-0.000903,-0.001120
2234,1779735548.062713,-0.001363,0.000072,0.000459,0.014794,0.014375,0.014643,-0.500986,-0.699503,0.798932,-0.800073,-0.000380,0.000826
2235,1779735548.075782,-0.001061,-0.000300,0.000373,0.014169,0.013785,0.014012,-0.500987,-0.699503,0.798932,-0.800073,-0.001061,-0.001587
2236,1779735548.212150,-0.001350,-0.000878,0.000112,0.020327,0.018252,0.017982,-0.500987,-0.699503,0.798931,-0.800073,-0.001001,0.000891
2237,1779735548.226260,-0.001053,-0.000410,0.000212,0.017078,0.016707,0.015564,-0.500985,-0.699502,0.798929,-0.800073,-0.001195,-0.001565
2238,1779735548.241675,-0.000672,-0.000803,0.000193,0.014791,0.014376,0.014643,-0.500986,-0.699503,0.798929,-0.800073,0.000413,-0.001231
2239,1779735548.255302,-0.000418,-0.001024,0.000010,0.014168,0.013785,0.014011,-0.500986,-0.699503,0.798928,-0.800073,-0.000113,-0.001348
2240,1779735548.413665,-0.000986,-0.001244,0.000834,0.020334,0.018249,0.017979,-0.500986,-0.699504,0.798928,-0.800073,0.000999,0.001813
2241,1779735548.430253,-0.001138,-0.000916,0.000627,0.017081,0.016707,0.015565,-0.500985,-0.699505,0.798928,-0.800072,-0.001039,-0.000097
2242,1779735548.446671,-0.001467,-0.000636,0.000474,0.014795,0.014375,0.014643,-0.500985,-0.699505,0.798928,-0.800073,0.000292,0.001171
2243,1779735548.459711,-0.000931,-0.001006,-0.000025,0.014170,0.013784,0.014011,-0.500984,-0.699507,0.798929,-0.800072,0.000556,-0.002847
2244,1779735548.497137,-0.001149,-0.000787,0.000732,0.020335,0.018249,0.017979,-0.500985,-0.699507,0.798929,-0.800072,0.001364,0.000711
2245,1779735548.509943,-0.000485,-0.000571,0.001183,0.017087,0.016707,0.015564,-0.500983,-0.699508,0.798927,-0.800072,-0.000259,-0.002186
2246,1779735548.526470,-0.000290,-0.000793,0.001114,0.014803,0.014374,0.014642,-0.500983,-0.699508,0.798927,-0.800072,0.000442,-0.000590
2247,1779735548.540430,-0.000245,-0.000804,0.001048,0.014179,0.013783,0.014011,-0.500983,-0.699508,0.798927,-0.800072,0.000216,-0.000242
2248,1779735548.615085,0.000114,-0.000631,0.000579,0.020330,0.018254,0.017981,-0.500983,-0.699508,0.798928,-0.800072,-0.000518,-0.001138
2249,1779735548.641758,0.000012,-0.000929,0.000583,0.017088,0.016709,0.015565,-0.500983,-0.699508,0.798929,-0.800072,0.000812,0.000757
2250,1779735548.657543,-0.000138,-0.000858,0.000356,0.014794,0.014376,0.014643,-0.500984,-0.699508,0.798929,-0.800073,0.000739,0.000631
2251,1779735548.672620,-0.000056,-0.000811,0.000155,0.014168,0.013785,0.014011,-0.500984,-0.699508,0.798929,-0.800073,0.000960,-0.000447
2252,1779735548.819769,0.000082,-0.001160,-0.000631,0.020332,0.018250,0.017980,-0.500983,-0.699508,0.798929,-0.800073,-0.001544,-0.000464
2253,1779735548.838915,0.000563,-0.001363,-0.000205,0.017084,0.016705,0.015564,-0.500982,-0.699507,0.798929,-0.800074,0.000858,-0.001015
2254,1779735548.854927,-0.000168,-0.000632,-0.000230,0.014792,0.014376,0.014643,-0.500982,-0.699506,0.798929,-0.800075,-0.000559,0.002395
2255,1779735548.867126,-0.000500,-0.000470,0.000158,0.014165,0.013785,0.014011,-0.500983,-0.699505,0.798928,-0.800076,-0.000905,0.001764
2256,1779735549.016866,-0.000668,-0.001053,-0.000351,0.020322,0.018251,0.017981,-0.500982,-0.699504,0.798928,-0.800076,-0.001377,0.000505
2257,1779735549.031152,-0.000062,-0.000947,0.000087,0.017076,0.016706,0.015564,-0.500982,-0.699504,0.798926,-0.800077,0.000029,-0.001855
2258,1779735549.048787,-0.000462,-0.000540,0.000089,0.014791,0.014376,0.014643,-0.500981,-0.699504,0.798927,-0.800077,-0.000368,0.001303
2259,1779735549.062747,-0.000756,-0.000314,0.000336,0.014167,0.013785,0.014011,-0.500981,-0.699503,0.798927,-0.800077,-0.000113,0.001561
