iteracion,timestamp,t_prediccion_us,t_update_us,t_callback_total_us,n_landmarks_visibles
4156,1779738894.142,30143.174,49101.207,79881.117,4
4160,1779738894.245,30711.980,53195.535,84626.051,4
4164,1779738894.447,33577.866,57572.735,91803.226,4
4168,1779738894.647,32784.079,57568.134,91013.979,4
4172,1779738894.848,36586.193,51451.717,88853.959,4
4176,1779738895.043,29959.463,59142.758,89822.308,4
4180,1779738895.248,34540.034,58938.307,94926.994,4
4184,1779738895.434,27140.567,63650.060,91721.356,4
4188,1779738895.515,24293.371,54290.744,80162.760,4
4192,1779738895.641,30251.725,53236.245,84145.766,4
4196,1779738895.841,27400.340,57394.472,85665.200,4
4200,1779738896.034,22642.406,54137.204,77519.045,4
4204,1779738896.238,23793.597,55729.198,80210.821,4
4208,1779738896.436,25300.790,56180.990,82496.731,4
4212,1779738896.658,37568.062,64436.765,103069.318,4
4216,1779738896.747,26895.555,61103.057,88641.977,4
4220,1779738896.852,33539.245,59294.281,93491.191,4
4224,1779738897.054,28532.630,63831.471,93065.427,4
4228,1779738897.248,32443.395,62291.686,95469.569,4
4232,1779738897.456,35440.513,62320.736,98443.256,4
4236,1779738897.657,34834.137,55644.207,95333.398,4
4240,1779738897.853,40649.290,58525.843,100487.456,4
4244,1779738898.066,30915.731,76395.166,107968.903,4
4248,1779738898.155,29956.053,57941.148,88759.798,4
4252,1779738898.248,33347.493,52093.263,86107.214,4
4256,1779738898.449,27246.798,64804.509,93400.931,4
4260,1779738898.653,33719.267,63739.960,98801.600,4
4264,1779738898.849,31548.877,54907.810,87127.994,4
4268,1779738899.070,49738.243,62191.896,112625.196,4
4272,1779738899.240,32609.547,47981.567,81245.250,4
4276,1779738899.404,28225.827,67070.741,95947.044,4
4280,1779738899.494,30367.046,56683.635,88164.883,4
4284,1779738899.651,30065.963,64535.808,95664.011,4
4288,1779738899.856,34557.195,64466.388,100248.293,4
4292,1779738900.064,34444.704,66750.257,102161.800,4
4296,1779738900.256,30393.347,58141.591,89903.578,4
4300,1779738900.444,35458.513,54423.707,90711.316,4
4304,1779738900.639,23073.810,49291.130,73062.706,4
4308,1779738900.726,24880.006,53983.670,79518.434,4
4312,1779738900.843,24674.334,53682.058,79018.190,4
4316,1779738901.036,26460.161,51801.291,78952.789,4
4320,1779738901.263,30718.980,60773.963,92205.930,4
4324,1779738901.452,30972.372,61875.343,94606.281,4
4328,1779738901.644,26906.665,61237.109,88992.141,4
4332,1779738901.839,27174.227,58694.964,87018.823,4
4336,1779738902.063,31181.704,65946.351,97782.201,4
4340,1779738902.152,27502.340,59547.363,87703.969,4
4344,1779738902.267,34856.967,62083.506,97611.159,4
4348,1779738902.442,24032.489,55946.199,81157.870,4
4352,1779738902.650,28652.791,58539.773,87903.481,4
4356,1779738902.854,37629.842,59503.672,98017.613,4
4360,1779738903.061,34179.152,63709.082,99969.470,4
4364,1779738903.238,26129.698,57816.677,84632.581,4
4368,1779738903.398,24156.200,59972.517,84804.483,4
4372,1779738903.495,28410.869,66853.478,95935.294,4
4376,1779738903.653,28451.639,61804.854,90922.629,4
4380,1779738903.860,35895.077,64286.346,101156.542,4
4384,1779738904.050,33451.565,58129.881,92695.275,4
4388,1779738904.255,39929.434,59195.628,99805.369,4
4392,1779738904.452,39926.543,57894.247,98568.068,4
4396,1779738904.652,27305.329,62858.693,91580.835,4
4400,1779738904.734,25485.333,55322.114,81459.682,4
4404,1779738904.853,26204.559,66068.892,93058.978,4
4408,1779738905.058,35417.042,65370.286,101479.584,4
4412,1779738905.237,27817.304,55533.846,84027.665,4
4416,1779738905.438,29321.467,54060.903,84218.208,4
4420,1779738905.643,30418.257,57335.042,88435.076,4
4424,1779738905.852,33050.541,57923.597,91639.524,4
4428,1779738906.056,32209.883,66470.126,102977.968,4
4432,1779738906.136,29160.616,49712.974,79541.835,4
4436,1779738906.233,24282.151,52975.301,77938.390,4
4440,1779738906.464,36834.426,65469.797,102989.169,4
4444,1779738906.653,28274.658,60708.674,89640.546,4
4448,1779738906.832,27372.179,50656.362,78722.667,4
4452,1779738907.053,26099.108,63098.485,89887.019,4
4456,1779738907.238,28231.617,53156.183,82053.708,4
4460,1779738907.363,28044.116,59145.680,87928.441,4
4464,1779738907.440,24385.232,51893.454,77020.032,4
4468,1779738907.643,30550.939,57769.566,89101.491,4
4472,1779738907.853,30894.792,61722.443,93331.071,4
4476,1779738908.063,30209.115,62318.857,103935.057,4
4480,1779738908.251,32496.496,57505.324,90663.736,4
4484,1779738908.452,29080.575,59642.263,89398.085,4
4488,1779738908.647,29654.300,50970.385,81268.551,4
4492,1779738908.724,22858.559,52876.863,76368.786,4
4496,1779738908.862,33037.691,65514.407,99281.104,4
4500,1779738909.065,30308.497,69624.175,102308.952,4
4504,1779738909.243,28578.581,59846.445,89096.192,4
4508,1779738909.460,37815.315,59962.366,98440.607,4
4512,1779738909.636,24474.693,51776.521,77136.343,4
4516,1779738909.833,25420.252,49090.968,75181.915,4
4520,1779738910.012,30174.565,60215.628,91163.121,4
4524,1779738910.094,23542.824,56019.641,80808.017,4
4528,1779738910.243,29424.198,56647.837,86928.062,4
4532,1779738910.442,30272.786,48856.916,79812.037,4
4536,1779738910.666,40955.084,61817.373,109203.365,4
4540,1779738910.864,35650.745,61211.047,97568.490,4
4544,1779738911.044,29545.999,51503.479,81837.236,4
4548,1779738911.259,34876.078,61888.405,97450.868,4
4552,1779738911.378,31617.118,60415.262,92719.175,4
4556,1779738911.470,33225.063,57155.391,91028.909,4
4560,1779738911.658,37777.744,57090.301,95545.980,4
4564,1779738911.847,27407.870,56669.556,85239.397,4
4568,1779738912.045,24688.445,58496.073,84455.970,4
4572,1779738912.249,29840.482,59659.614,90774.538,4
4576,1779738912.445,30610.669,59801.085,91702.236,4
4580,1779738912.657,27064.327,66670.938,94382.700,4
4584,1779738912.747,35897.257,52199.916,88797.039,4
4588,1779738912.853,29865.112,59017.156,89606.517,4
4592,1779738913.038,23196.311,52412.887,76392.646,4
4596,1779738913.249,31820.310,54658.997,87356.036,4
4600,1779738913.440,38600.352,47589.194,86847.231,4
4604,1779738913.664,31723.289,69710.786,102127.631,4
4608,1779738913.860,34265.802,62223.168,97257.547,4
4612,1779738914.013,27988.205,68033.340,99708.839,4
4616,1779738914.107,33635.976,58917.668,93223.870,4
4620,1779738914.263,33587.256,65888.800,100124.623,4
4624,1779738914.443,27984.516,57418.644,86102.775,4
4628,1779738914.658,31600.508,63121.845,96365.189,4
4632,1779738914.848,37811.344,54593.567,93564.543,4
4636,1779738915.067,36912.486,68736.277,106316.439,4
4640,1779738915.259,36999.777,66617.896,104721.925,4
4644,1779738915.348,35420.573,51974.803,88049.602,4
4648,1779738915.446,27088.337,55708.018,83504.681,4
4652,1779738915.661,32286.614,66927.610,99875.111,4
4656,1779738915.845,27984.465,56634.424,89704.278,4
4660,1779738916.072,39457.929,68145.860,108334.118,4
4664,1779738916.256,35941.217,62899.394,99502.237,4
4668,1779738916.453,31252.725,63820.972,95772.363,4
4672,1779738916.643,32936.660,53846.009,88006.122,4
4676,1779738916.718,23780.037,50570.430,75001.074,4
4680,1779738916.843,25526.923,54755.778,80973.568,4
4684,1779738917.047,28560.301,54686.267,83971.585,4
4688,1779738917.251,35628.875,57657.727,93948.647,4
4692,1779738917.441,36396.162,49490.781,86562.179,4
4696,1779738917.666,33203.693,77033.332,111192.724,4
4700,1779738917.861,32073.342,58534.192,91276.132,4
4704,1779738917.970,33065.542,62453.831,96428.879,4
4708,1779738918.066,32571.667,60954.046,94709.284,4
4712,1779738918.256,36599.443,59697.955,96956.154,4
4716,1779738918.452,33011.511,61154.487,95025.186,4
4720,1779738918.662,30747.990,65040.703,96668.992,4
4724,1779738918.847,30427.098,55993.081,87240.865,4
4728,1779738919.051,28067.865,65660.599,94478.901,4
4732,1779738919.270,37497.321,61716.694,99863.600,4
4736,1779738919.358,35929.017,50491.650,87993.842,4
4740,1779738919.454,29899.523,62066.847,94379.050,4
4744,1779738919.652,36647.504,56238.953,93575.864,4
4748,1779738919.857,38447.220,60507.881,100581.127,4
4752,1779738920.036,24343.782,47876.347,72879.025,4
4756,1779738920.253,31877.361,58096.030,91287.872,4
4760,1779738920.435,26460.371,51133.616,78368.815,4
4764,1779738920.658,35272.471,59485.653,95395.180,4
4768,1779738920.857,32740.579,67449.225,100846.629,4
4772,1779738921.045,26498.592,60153.790,87328.196,4
4776,1779738921.249,32752.729,56536.386,94499.972,4
4780,1779738921.443,29091.865,55444.916,85708.482,4
4784,1779738921.662,35726.456,63483.169,100328.275,4
4788,1779738921.848,30910.102,58075.021,89681.968,4
4792,1779738922.019,30953.453,68376.704,99979.901,4
4796,1779738922.126,26743.024,77937.191,105957.636,4
4800,1779738922.239,33414.425,47358.103,81431.822,4
4804,1779738922.446,27150.078,61356.998,89176.853,4
4808,1779738922.641,26160.439,55771.729,82607.253,4
4812,1779738922.845,36080.439,52620.568,89677.858,4
4816,1779738923.055,30841.341,57636.134,89537.527,4
4820,1779738923.255,30018.533,61672.351,92361.692,4
4824,1779738923.346,29436.218,52361.966,82464.172,4
4828,1779738923.451,29473.199,58218.551,88343.155,4
4832,1779738923.654,40465.989,57843.906,99029.843,4
4836,1779738923.869,36770.556,65085.434,102538.885,4
4840,1779738924.071,35514.394,69780.045,106224.559,4
4844,1779738924.258,34619.176,58946.097,94282.550,4
4848,1779738924.453,37291.170,60480.972,98431.228,4
4852,1779738924.645,23861.508,55481.606,80007.079,4
4856,1779738924.728,27964.285,53753.931,82512.063,4
4860,1779738924.845,25525.013,57267.211,83522.111,4
4864,1779738925.039,29195.446,47468.084,77322.676,4
4868,1779738925.249,27320.589,60213.980,91800.247,4
4872,1779738925.443,28298.188,57907.507,87446.438,4
4876,1779738925.656,35688.485,64119.296,100656.108,4
4880,1779738925.868,42735.420,68721.027,112153.483,4
4884,1779738926.020,28463.230,69570.414,98689.921,4
4888,1779738926.127,39419.220,64648.470,105207.619,4
4892,1779738926.261,35390.423,62205.827,98674.920,4
4896,1779738926.464,34277.612,62169.908,98014.424,4
4900,1779738926.668,39316.718,60680.003,100885.570,4
4904,1779738926.866,37207.420,62220.118,100139.213,4
4908,1779738927.056,29069.745,63339.068,93370.572,4
4912,1779738927.255,31691.920,60139.838,92506.884,4
4916,1779738927.340,26913.985,55359.075,83578.802,4
4920,1779738927.441,26171.649,52579.100,79444.135,4
4924,1779738927.656,33889.739,58456.263,93638.944,4
4928,1779738927.849,30954.033,61001.117,92622.055,4
4932,1779738928.072,33067.622,73170.677,106900.096,4
4936,1779738928.247,29930.583,59170.968,89885.720,4
4940,1779738928.447,28647.111,62045.636,92236.792,4
4944,1779738928.653,26226.389,58888.247,85995.085,4
4948,1779738928.727,24991.178,48134.700,73785.123,4
4952,1779738928.839,22359.484,52841.872,75922.023,4
4956,1779738929.055,25989.207,63486.118,90743.208,4
4960,1779738929.249,33940.579,54762.810,90192.763,4
4964,1779738929.447,33594.706,57106.560,91422.024,4
4968,1779738929.643,28705.122,55039.323,84434.611,4
4972,1779738929.836,24231.941,54082.464,79407.644,4
4976,1779738929.969,27473.560,53158.495,81324.052,4
4980,1779738930.074,31028.973,65516.148,97434.749,4
4984,1779738930.260,38014.096,63917.653,102636.326,4
4988,1779738930.456,30374.827,63748.921,96661.472,4
4992,1779738930.638,26735.824,49527.272,77018.423,4
4996,1779738930.828,22252.003,48219.020,71145.259,4
5000,1779738931.050,27630.512,60673.233,89173.444,4
5004,1779738931.246,29889.702,58894.987,89445.466,4
5008,1779738931.343,34084.931,60856.025,96190.087,4
5012,1779738931.452,33459.315,59639.254,93753.495,4
5016,1779738931.639,25589.433,56302.873,82569.203,4
5020,1779738931.851,27730.933,55386.845,87943.983,4
5024,1779738932.070,34504.995,72405.170,107582.911,4
5028,1779738932.246,27025.567,56355.544,84046.957,4
5032,1779738932.459,31146.034,64302.716,96116.627,4
5036,1779738932.664,33432.685,59883.926,93968.578,4
5040,1779738932.865,40238.808,64092.945,107000.727,4
5044,1779738933.052,29782.162,61028.977,91488.315,4
5048,1779738933.247,29428.918,55021.712,85129.557,4
5052,1779738933.457,35756.826,63566.019,99985.843,4
5056,1779738933.651,25637.053,62074.725,88371.716,4
5060,1779738933.846,29532.179,54245.473,84448.461,4
5064,1779738933.998,31389.247,64483.319,96538.881,4
5068,1779738934.076,24258.832,51870.135,76795.271,4
5072,1779738934.265,37585.583,67662.776,106506.902,4
5076,1779738934.446,27429.910,55867.830,83969.567,4
5080,1779738934.654,31282.205,59508.161,91622.426,4
5084,1779738934.846,32898.700,55373.516,89872.190,4
5088,1779738935.048,27043.257,59435.424,87160.376,4
5092,1779738935.259,31094.064,61680.343,93420.173,4
5096,1779738935.337,25977.057,50099.567,76747.811,4
5100,1779738935.454,27784.784,57455.665,85907.624,4
5104,1779738935.659,29258.437,59069.149,89000.822,4
5108,1779738935.856,34420.934,53935.253,89048.513,4
5112,1779738936.066,33654.377,66350.785,100666.348,4
5116,1779738936.249,27260.379,54000.213,81941.117,4
5120,1779738936.447,35107.321,55483.206,91263.073,4
5124,1779738936.648,24614.864,60989.446,86651.931,4
5128,1779738936.726,27800.604,48690.255,77125.154,4
5132,1779738936.829,22702.817,48170.321,71542.133,4
5136,1779738937.064,34608.526,65168.594,100510.338,4
5140,1779738937.262,29031.515,63390.429,99022.444,4
5144,1779738937.453,30424.618,59903.098,91359.573,4
5148,1779738937.650,28746.292,57906.139,87915.363,4
5152,1779738937.851,31747.049,52576.869,85045.086,4
5156,1779738938.018,25352.141,69119.250,95771.004,4
5160,1779738938.106,29985.463,56964.580,87604.980,4
5164,1779738938.243,25480.733,54702.199,80972.219,4
5168,1779738938.463,39002.376,65419.377,105116.179,4
5172,1779738938.660,31940.322,66031.211,98622.540,4
5176,1779738938.844,28300.379,54216.415,83186.709,4
5180,1779738939.063,32792.509,63741.660,97212.628,4
5184,1779738939.258,27339.430,59793.667,87786.991,4
5188,1779738939.337,24441.203,53449.797,78932.370,4
5192,1779738939.446,24467.544,59396.522,84558.822,4
5196,1779738939.663,34769.298,63374.098,98801.771,4
5200,1779738939.852,31438.386,63083.325,95342.490,4
5204,1779738940.075,38954.686,70408.573,110036.044,4
5208,1779738940.268,32543.697,60453.573,93661.285,4
5212,1779738940.458,27191.748,63734.810,91785.478,4
5216,1779738940.660,36765.755,62517.119,100640.978,4
5220,1779738940.747,31252.705,53533.470,85523.831,4
5224,1779738940.867,31937.132,68940.830,101545.526,4
5228,1779738941.059,31931.041,60408.571,94878.766,4
5232,1779738941.266,43329.345,64033.545,108030.326,4
5236,1779738941.457,34362.553,60206.590,95294.950,4
5240,1779738941.637,27137.968,48239.559,76037.114,4
5244,1779738941.849,29032.585,53841.190,83570.023,4
5248,1779738942.006,32812.110,72421.301,105882.896,4
5252,1779738942.092,28347.449,56254.642,85282.338,4
5256,1779738942.256,34882.388,57177.591,92718.556,4
5260,1779738942.467,30340.747,62319.288,97203.807,4
5264,1779738942.645,24972.358,54995.112,81330.672,4
5268,1779738942.856,29982.314,59778.916,90429.005,4
5272,1779738943.061,34410.774,59478.032,94563.904,4
5276,1779738943.251,27070.727,57986.049,85700.133,4
5280,1779738943.334,26684.044,55007.803,82344.022,4
5284,1779738943.455,32540.807,59407.273,93070.150,4
5288,1779738943.637,26194.639,52842.961,80317.703,4
5292,1779738943.845,26105.138,60697.205,87497.079,4
5296,1779738944.050,28161.208,61203.369,90032.602,4
5300,1779738944.259,30240.356,66518.107,97414.649,4
5304,1779738944.448,29088.495,59957.906,90368.065,4
5308,1779738944.636,25382.692,67386.355,93406.463,4
5312,1779738944.718,28794.093,51895.615,81381.313,4
5316,1779738944.845,23426.803,55745.999,79844.799,4
5320,1779738945.063,32210.405,70062.100,103148.032,4
5324,1779738945.249,29698.091,59720.216,90271.634,4
5328,1779738945.452,30596.830,64420.548,95694.623,4
5332,1779738945.657,33404.825,59887.727,93963.278,4
5336,1779738945.850,27024.367,58229.872,87774.231,4
5340,1779738945.971,36289.791,71629.605,108597.022,4
5344,1779738946.052,25784.055,53350.968,79803.159,4
5348,1779738946.263,24355.492,55536.367,80673.487,4
5352,1779738946.464,38831.685,61478.811,101095.793,4
5356,1779738946.653,26089.519,64154.875,90897.000,4
5360,1779738946.857,30597.089,63755.853,95042.378,4
5364,1779738947.061,33786.098,63308.399,97758.003,4
5368,1779738947.246,25937.457,62070.786,88897.461,4
5372,1779738947.325,24063.930,53170.887,78407.696,4
5376,1779738947.449,24225.101,59405.203,84353.560,4
5380,1779738947.676,36113.640,67968.892,110582.190,4
5384,1779738947.843,26337.911,56907.339,83913.676,4
5388,1779738948.063,31997.422,64568.130,98256.467,4
5392,1779738948.262,38412.181,65130.896,104280.242,4
5396,1779738948.460,31398.446,61373.801,93421.163,4
5400,1779738948.614,33163.192,60184.878,94003.348,4
5404,1779738948.693,23745.447,54005.182,78405.966,4
5408,1779738948.832,22497.666,47499.934,70644.465,4
5412,1779738949.044,24352.302,54929.592,80449.135,4
5416,1779738949.262,36585.334,66929.462,104234.442,4
5420,1779738949.463,32327.815,58971.439,91977.160,4
5424,1779738949.656,33143.883,55525.528,89365.066,4
5428,1779738949.853,31017.923,59700.857,91366.594,4
5432,1779738949.944,26272.980,63629.030,90547.807,4
5436,1779738950.047,26446.472,58060.910,86305.949,4
5440,1779738950.269,34265.823,71254.401,106364.951,4
5444,1779738950.448,26619.793,61466.691,88771.951,4
5448,1779738950.645,28678.802,51676.042,81056.930,4
5452,1779738950.844,26253.590,55132.583,82066.269,4
5456,1779738951.050,27435.371,54310.857,82424.763,4
5460,1779738951.249,27895.555,50040.528,78579.978,4
5464,1779738951.459,37306.701,60218.720,98186.557,4
5468,1779738951.658,32391.466,61727.313,94824.026,4
5472,1779738951.832,22768.948,47609.824,71031.799,4
5476,1779738952.050,32715.719,55323.835,88943.972,4
5480,1779738952.249,28981.495,54265.315,83923.586,4
5484,1779738952.445,29431.098,53603.989,83875.356,4
5488,1779738952.553,25145.270,50329.389,76122.565,4
5492,1779738952.653,25456.053,53878.321,80006.501,4
5496,1779738952.857,27447.841,66656.668,95797.345,4
5500,1779738953.061,36552.214,58612.075,96053.597,4
5504,1779738953.253,30575.459,60730.995,91961.760,4
5508,1779738953.451,28865.063,58189.210,88531.249,4
5512,1779738953.663,36572.494,59100.889,96684.903,4
5516,1779738953.848,34713.537,51405.201,86800.912,4
5520,1779738953.926,24189.451,52670.199,77509.888,4
5524,1779738954.059,28363.929,61066.968,90137.824,4
5528,1779738954.264,36545.644,66866.302,104079.191,4
5532,1779738954.434,23238.463,50498.412,74402.459,4
5536,1779738954.649,30768.041,55435.666,86888.984,4
5540,1779738954.856,29686.201,59174.609,89559.638,4
5544,1779738955.062,28682.772,64980.272,94363.982,4
5548,1779738955.210,30412.698,55731.818,87962.613,4
5552,1779738955.288,22315.074,54790.191,77771.580,4
5556,1779738955.437,24867.977,50066.387,75605.120,4
5560,1779738955.662,34304.703,65594.108,100558.009,4
5564,1779738955.866,30077.264,64318.518,95243.090,4
5568,1779738956.066,43126.334,58260.963,102076.433,4
5572,1779738956.250,30097.795,53238.218,84018.258,4
5576,1779738956.440,28296.649,51468.460,80992.880,4
5580,1779738956.563,26807.265,58928.768,86386.349,4
5584,1779738956.669,36653.825,62086.389,99430.249,4
5588,1779738956.843,26246.559,49515.921,76563.319,4
5592,1779738957.054,23029.000,69347.483,93063.240,4
5596,1779738957.261,36689.675,62245.586,101177.334,4
5600,1779738957.457,33736.908,56981.081,91385.515,4
5604,1779738957.663,33424.476,59379.753,93482.334,4
5608,1779738957.873,36318.292,69900.307,106943.747,4
5612,1779738957.964,32062.543,57849.428,90657.029,4
5616,1779738958.080,30496.048,76244.746,107430.722,4
5620,1779738958.249,26111.448,60287.880,87083.356,4
5624,1779738958.451,24052.060,59669.705,88427.698,4
5628,1779738958.648,25528.144,60560.702,87000.645,4
5632,1779738958.864,42080.515,62678.663,105447.913,4
5636,1779738959.066,31713.250,66043.393,98485.900,4
5640,1779738959.209,22664.237,63254.359,86591.561,4
5644,1779738959.306,28111.257,67441.176,96213.539,4
5648,1779738959.453,28501.840,62329.269,91518.846,4
5652,1779738959.660,29025.295,60250.861,90239.504,4
5656,1779738959.849,31803.780,54625.049,87127.416,4
5660,1779738960.068,37908.286,63520.591,102778.869,4
5664,1779738960.256,28560.491,60019.828,89245.365,4
5668,1779738960.464,37247.420,63814.744,101723.680,4
5672,1779738960.547,21886.189,55356.705,77905.732,4
5676,1779738960.663,32570.288,55706.180,88978.243,4
5680,1779738960.865,37063.238,64856.624,102578.627,4
5684,1779738961.064,29452.029,66286.564,96571.263,4
5688,1779738961.258,28745.003,62771.283,92168.673,4
5692,1779738961.456,35517.664,58113.392,94320.882,4
5696,1779738961.663,30532.819,60488.782,91685.838,4
5700,1779738961.847,26272.050,58114.001,85573.112,4
5704,1779738961.921,23276.373,49302.020,73216.660,4
5708,1779738962.056,31884.601,56385.844,88960.223,4
5712,1779738962.262,33777.678,64902.474,99440.229,4
5716,1779738962.451,29244.097,58234.031,88524.279,4
5720,1779738962.668,37637.214,64200.228,102499.897,4
5724,1779738962.863,32717.809,68929.820,103315.434,4
5728,1779738963.061,32945.251,59960.327,94217.001,4
5732,1779738963.257,30459.608,63662.301,94830.387,4
5736,1779738963.456,31307.186,62176.730,94141.871,4
5740,1779738963.657,28911.354,59343.421,88951.993,4
5744,1779738963.860,32340.536,60332.512,99072.775,4
5748,1779738964.058,31117.194,60503.382,92488.865,4
5752,1779738964.261,27506.752,58611.105,86845.804,4
5756,1779738964.464,40113.367,60998.758,102510.857,4
5760,1779738964.569,29152.456,64515.710,94327.192,4
5764,1779738964.647,26622.694,49348.890,76606.970,4
5768,1779738964.842,29830.282,51834.892,82476.814,4
5772,1779738965.062,36694.485,61167.558,98555.761,4
5776,1779738965.263,34238.913,61010.438,95938.397,4
5780,1779738965.456,32978.541,59110.781,92928.140,4
5784,1779738965.653,34045.731,54345.647,89076.414,4
5788,1779738965.849,27064.617,60059.010,87783.173,4
5792,1779738965.928,24500.954,53467.660,78629.169,4
5796,1779738966.047,25815.726,55018.972,81529.175,4
5800,1779738966.247,27575.392,58166.932,86406.280,4
5804,1779738966.463,31188.185,61655.095,93697.697,4
5808,1779738966.654,30982.784,57023.602,88675.220,4
5812,1779738966.854,33348.015,56763.248,90784.440,4
5816,1779738967.075,36593.774,71808.935,109094.117,4
5820,1779738967.236,25531.914,61298.360,87959.254,4
5824,1779738967.326,29355.798,58818.306,88859.233,4
5828,1779738967.443,25488.923,56191.053,82354.373,4
5832,1779738967.637,23162.952,51154.076,74994.595,4
5836,1779738967.851,38523.432,50166.479,89319.927,4
5840,1779738968.048,28654.362,56341.924,86406.970,4
5844,1779738968.257,29434.809,64336.289,94526.814,4
5848,1779738968.455,29061.846,59943.919,90246.855,4
5852,1779738968.566,35058.220,60105.479,95892.917,4
5856,1779738968.643,22760.968,51906.365,75335.859,4
5860,1779738968.858,36654.685,59338.893,96810.575,4
5864,1779738969.056,26650.244,61028.437,90802.090,4
5868,1779738969.265,31914.822,70684.956,103272.484,4
5872,1779738969.453,32719.620,58426.995,91847.119,4
5876,1779738969.641,23795.018,49477.803,74401.740,4
5880,1779738969.834,24766.966,48821.217,74229.109,4
5884,1779738969.914,21985.001,57354.295,80013.332,4
5888,1779738970.077,30701.541,80724.238,116998.240,4
5892,1779738970.252,27329.530,56200.334,84282.490,4
5896,1779738970.482,28626.331,83963.258,113309.256,4
5900,1779738970.667,40896.484,62368.879,104021.681,4
5904,1779738970.854,28483.461,58968.109,88270.417,4
5908,1779738971.078,36114.670,72151.770,108968.327,4
5912,1779738971.217,23807.378,59718.985,84174.300,4
5916,1779738971.300,25803.136,55899.191,82417.854,4
5920,1779738971.458,31053.744,62769.103,95088.559,4
5924,1779738971.658,31148.775,59798.345,91816.509,4
5928,1779738971.857,35825.498,56685.688,93200.872,4
5932,1779738972.061,33504.636,63770.644,97955.926,4
5936,1779738972.265,38530.052,58974.430,98169.968,4
5940,1779738972.457,36368.753,58163.541,95192.480,4
5944,1779738972.566,27431.031,59128.100,87228.538,4
5948,1779738972.659,26047.978,50803.275,77517.449,4
5952,1779738972.832,21935.430,47283.312,69863.629,4
5956,1779738973.054,32480.887,57474.125,90634.148,4
5960,1779738973.261,34365.604,58582.256,94187.361,4
5964,1779738973.458,32357.686,62264.650,96391.011,4
5968,1779738973.646,23868.168,60177.771,84710.304,4
5972,1779738973.858,35167.541,61966.096,97810.104,4
5976,1779738973.937,28844.734,48659.164,78172.185,4
5980,1779738974.068,31161.555,69668.139,101527.339,4
5984,1779738974.253,28762.023,54295.198,89825.961,4
5988,1779738974.451,25963.547,61938.796,88569.740,4
5992,1779738974.657,29003.706,60979.817,90645.029,4
5996,1779738974.868,35111.651,66722.721,102496.137,4
6000,1779738975.073,40007.576,69806.189,110499.071,4
6004,1779738975.250,31535.668,52083.476,84269.931,4
6008,1779738975.331,28625.932,50366.652,80080.003,4
6012,1779738975.456,24277.962,55182.915,84090.599,4
6016,1779738975.656,29998.994,56434.017,87709.412,4
6020,1779738975.857,35199.852,58677.807,94544.184,4
6024,1779738976.078,33330.245,74317.300,108890.596,4
6028,1779738976.244,29557.260,51875.634,82147.941,4
6032,1779738976.467,33384.035,62641.573,96719.744,4
6036,1779738976.583,26517.613,57520.795,84926.837,4
6040,1779738976.664,22949.369,56025.241,79891.191,4
6044,1779738976.850,29236.067,56998.412,87084.697,4
6048,1779738977.069,34586.386,64308.939,99620.721,4
6052,1779738977.270,28397.950,63098.337,97992.786,4
6056,1779738977.467,34014.091,61622.034,96976.827,4
6060,1779738977.663,35586.026,62793.744,99485.439,4
6064,1779738977.875,35583.076,68207.014,104448.325,4
6068,1779738977.968,33646.907,57950.739,92288.864,4
6072,1779738978.076,31738.721,73958.266,106483.364,4
6076,1779738978.267,37610.084,64544.059,102825.580,4
6080,1779738978.462,35125.332,61921.737,97826.904,4
6084,1779738978.659,29082.716,52254.378,82011.500,4
6088,1779738978.853,28377.110,55302.186,84354.642,4
6092,1779738979.058,26948.396,61124.659,88763.272,4
6096,1779738979.236,36499.284,58435.384,95792.836,4
6100,1779738979.320,28393.959,54135.056,83683.826,4
6104,1779738979.452,26782.635,48780.697,80946.560,4
6108,1779738979.646,23184.962,51466.730,75437.070,4
6112,1779738979.857,31112.935,58861.439,90626.288,4
6116,1779738980.056,29916.123,56746.990,87388.809,4
6120,1779738980.260,36047.299,60655.764,97778.854,4
6124,1779738980.448,27302.690,58915.298,86890.294,4
6128,1779738980.547,29190.047,56659.168,86646.072,4
6132,1779738980.672,33579.637,67800.159,102045.623,4
6136,1779738980.857,31609.789,58511.216,90798.261,4
6140,1779738981.064,32455.757,60414.042,93550.886,4
6144,1779738981.264,31341.016,61660.674,94165.091,4
6148,1779738981.453,32704.470,56280.475,89674.310,4
6152,1779738981.648,27967.816,54960.144,83882.638,4
6156,1779738981.846,27920.246,54734.512,83302.512,4
6160,1779738981.929,24300.983,57497.517,82508.735,4
6164,1779738982.046,23395.704,52829.893,77106.115,4
6168,1779738982.268,35532.345,64262.889,100465.969,4
6172,1779738982.462,34527.966,63207.439,99454.490,4
6176,1779738982.668,36480.984,59717.338,97428.282,4
6180,1779738982.839,21864.761,48115.671,70646.876,4
6184,1779738983.076,39186.089,66944.602,106822.237,4
6188,1779738983.212,27110.738,66946.163,95225.072,4
6192,1779738983.310,30126.725,63555.401,96652.374,4
6196,1779738983.464,37878.726,62546.641,101093.765,4
6200,1779738983.671,30782.361,64908.293,96374.691,4
6204,1779738983.858,28288.858,61168.190,91019.913,4
6208,1779738984.055,32110.043,57041.422,89871.392,4
6212,1779738984.245,25926.377,55609.769,82219.873,4
6216,1779738984.457,34362.555,59404.624,94428.384,4
